,x1,x2,x3,x4,x5,target
74,0.5,0.25,1,0,0,1
75,0.0,0.0,1,0,0,1
76,0.0,0.75,1,1,0,0
77,0.0,0.75,0,1,1,0
78,0.0,1.0,1,1,0,0
79,0.0,0.25,0,1,1,0
80,1.0,0.25,0,1,1,0
81,1.0,0.75,1,0,0,1
82,0.5,1.0,1,0,1,0
83,0.5,0.25,0,1,0,0
84,0.0,0.0,0,0,0,1
85,0.0,0.25,1,1,1,0
86,0.0,0.25,1,0,0,0
87,0.0,0.25,0,1,1,0
88,0.5,1.0,0,0,1,0
89,0.5,1.0,0,1,0,0
90,0.0,0.75,0,0,1,0
91,0.5,0.0,1,1,1,1
92,0.5,0.0,1,0,1,1
93,0.5,0.5,1,1,1,1
94,1.0,0.75,0,1,1,0
95,1.0,0.5,0,1,1,0
96,1.0,0.5,1,1,0,1
97,1.0,0.75,0,1,1,0
98,0.5,0.75,0,1,1,0
99,0.5,0.5,1,0,1,1
100,1.0,0.25,0,1,0,0
101,0.5,0.75,0,1,1,0
102,0.0,0.75,1,0,0,0
103,1.0,0.25,1,0,1,1
104,1.0,0.25,0,0,0,0
105,1.0,0.5,1,1,0,1
106,0.0,0.75,0,0,0,0
107,0.5,0.75,0,1,0,0
108,0.5,0.25,0,1,0,0
109,1.0,0.0,0,1,0,0
110,1.0,1.0,1,1,0,1
111,1.0,0.0,0,0,0,0
112,0.5,1.0,1,0,0,0
113,1.0,0.0,1,0,0,1
114,1.0,0.5,0,1,1,0
115,0.5,0.5,1,0,1,1
116,0.0,0.0,1,0,1,1
117,0.5,0.75,1,1,1,0
118,0.5,0.75,1,0,0,0
119,1.0,0.25,1,0,0,1
120,0.0,0.0,0,1,1,1
121,1.0,0.25,1,0,1,1
122,0.5,0.75,0,0,1,0
123,0.5,1.0,1,1,1,0
124,0.0,0.0,0,0,0,1
125,1.0,0.75,1,0,0,1
126,0.5,1.0,1,1,0,0
127,0.0,0.75,0,0,0,0
128,1.0,0.0,0,1,1,0
129,0.5,0.5,1,0,1,1
130,0.5,1.0,0,0,0,0
131,1.0,0.0,1,0,0,1
132,0.0,1.0,0,1,0,0
133,1.0,0.25,1,0,1,1
134,0.5,0.0,1,1,1,1
135,0.0,0.0,1,1,0,1
136,0.0,0.25,0,1,1,0
137,0.5,0.5,1,0,0,1
138,1.0,1.0,0,0,0,1
139,1.0,0.0,1,1,0,1
140,0.0,0.25,0,0,0,0
141,0.0,0.25,1,1,0,0
142,1.0,0.25,0,0,1,0
143,1.0,0.5,1,1,1,1
144,0.0,0.75,1,0,1,0
145,0.5,1.0,1,0,0,0
146,1.0,1.0,0,0,0,1
147,0.0,1.0,0,1,1,0
148,1.0,0.25,0,1,1,0
149,0.0,0.5,1,1,1,0
150,1.0,0.25,1,0,0,1
151,0.5,0.25,1,0,0,1
152,1.0,0.0,0,0,0,0
153,0.5,0.75,0,0,0,0
154,0.0,0.0,0,1,0,1
155,0.5,0.25,0,0,0,0
156,1.0,0.25,1,0,0,1
157,0.5,0.5,1,1,1,1
158,0.5,1.0,1,0,1,0
159,0.0,1.0,1,1,0,0
160,0.0,0.5,1,1,0,0
161,0.5,0.25,1,0,0,1
162,0.0,0.5,1,1,1,0
163,0.0,1.0,0,1,0,0
164,0.0,0.25,0,0,1,0
165,0.5,0.75,1,0,0,0
166,1.0,0.5,1,1,1,1
167,0.0,0.0,0,1,0,1
168,1.0,1.0,1,0,0,1
169,1.0,0.25,0,0,0,0
170,0.5,1.0,0,0,1,0
171,0.0,0.25,1,1,0,0
172,0.5,0.5,0,0,1,1
173,0.5,0.75,1,0,1,0
174,0.5,0.25,0,1,0,0
175,0.5,1.0,1,1,1,0
176,1.0,0.75,1,0,0,1
177,0.0,0.25,0,0,1,0
178,0.0,0.25,1,0,0,0
179,0.5,1.0,0,1,0,0
180,1.0,1.0,1,0,0,1
181,0.0,0.25,0,1,0,0
182,0.0,0.5,0,1,1,0
183,0.0,1.0,0,1,0,0
184,1.0,0.0,1,0,1,1
185,0.5,0.5,1,0,0,1
186,1.0,0.5,0,1,1,0
187,0.0,0.25,0,1,1,0
188,0.5,0.75,1,0,0,0
189,1.0,1.0,0,0,1,1
190,0.5,0.25,0,1,0,0
191,0.0,1.0,0,0,1,0
192,0.0,0.25,1,1,1,0
193,0.0,1.0,0,1,1,0
194,1.0,0.75,1,1,0,1
195,0.0,0.5,1,0,1,0
196,0.0,1.0,1,1,0,0
197,0.0,0.75,1,1,1,0
198,0.0,0.0,1,1,0,1
199,1.0,0.5,0,0,1,0
200,1.0,0.75,1,1,1,1
201,0.5,0.25,1,0,0,1
202,0.5,0.75,1,1,1,0
203,1.0,0.0,0,0,0,0
204,1.0,0.0,0,1,1,0
205,1.0,0.75,0,0,0,0
206,0.0,0.0,1,1,1,1
207,0.5,0.75,1,1,0,0
208,0.0,0.75,0,0,0,0
209,1.0,0.75,0,0,0,0
210,0.5,0.75,0,0,0,0
211,1.0,0.75,1,0,1,1
212,0.0,1.0,1,0,0,0
213,0.5,0.75,0,0,1,0
214,1.0,0.5,0,0,1,0
215,0.0,0.5,0,0,0,0
216,1.0,0.25,0,1,0,0
217,0.0,0.25,1,0,1,0
218,0.0,0.0,0,0,0,1
219,1.0,0.0,0,1,1,0
220,0.5,0.0,0,0,0,0
221,1.0,0.5,1,1,0,1
222,0.5,0.25,1,0,0,1
223,0.0,0.75,0,0,0,0
224,0.5,1.0,0,1,1,0
225,1.0,0.75,0,1,0,0
226,0.0,0.5,1,1,1,0
227,1.0,0.0,1,0,1,1
228,0.0,0.0,1,0,0,1
229,0.5,0.0,0,0,0,0
230,0.0,0.25,0,1,0,0
231,0.0,0.25,0,1,0,0
232,1.0,1.0,0,1,0,1
233,0.0,0.5,0,1,0,0
234,1.0,0.5,0,1,0,0
235,0.0,0.75,1,0,0,0
236,0.5,0.5,1,1,0,1
237,0.5,0.0,0,0,1,0
238,0.0,0.0,1,0,0,1
239,0.5,0.0,1,0,0,1
240,0.0,0.5,1,1,0,0
241,1.0,0.75,0,0,0,0
242,0.5,1.0,1,1,0,0
243,0.0,0.0,0,0,0,1
244,0.0,0.25,0,1,1,0
245,1.0,0.0,0,0,0,0
246,0.0,0.5,1,1,0,0
247,0.0,0.25,1,1,0,0
248,1.0,0.5,1,0,0,1
249,0.5,0.0,1,0,0,1
250,0.5,0.75,1,1,0,0
251,1.0,0.0,0,0,0,0
252,0.0,0.0,1,1,0,1
253,0.0,0.75,1,0,1,0
254,1.0,0.5,0,1,0,0
255,1.0,0.0,0,1,0,0
256,0.5,0.5,1,0,1,1
257,0.5,0.25,1,1,0,1
258,1.0,1.0,1,1,1,1
259,0.5,0.75,0,1,0,0
260,1.0,0.0,0,0,0,0
261,0.5,0.75,1,1,0,0
262,1.0,0.25,1,0,1,1
263,0.0,0.5,0,1,1,0
264,1.0,0.75,0,0,0,0
265,0.0,1.0,1,0,1,0
266,0.5,0.75,0,1,0,0
267,0.0,0.25,1,0,0,0
268,0.5,0.0,0,1,0,0
269,0.0,1.0,0,1,1,0
270,0.5,0.0,0,0,1,0
271,1.0,0.75,0,0,0,0
272,1.0,0.0,1,0,1,1
273,0.5,0.25,1,0,0,1
274,0.5,0.5,0,0,0,1
275,0.5,0.75,0,1,1,0
276,0.0,0.75,0,0,1,0
277,1.0,0.0,0,1,0,0
278,0.5,0.5,0,0,0,1
279,1.0,1.0,0,0,0,1
280,1.0,0.75,1,1,1,1
281,0.0,0.0,0,1,0,1
282,0.0,0.75,1,0,0,0
283,0.0,0.75,0,0,0,0
284,1.0,0.0,0,0,1,0
285,0.5,0.5,1,0,1,1
286,0.5,0.25,0,1,1,0
287,0.5,0.5,0,1,0,1
288,0.0,0.75,1,1,1,0
289,0.0,1.0,0,0,0,0
290,0.0,0.5,0,0,0,0
291,1.0,0.5,0,1,0,0
292,0.0,0.25,0,0,0,0
293,1.0,0.75,1,0,1,1
294,1.0,0.5,0,0,0,0
295,0.0,0.75,1,0,0,0
296,0.0,0.5,0,1,0,0
297,0.5,0.0,1,0,0,1
298,0.5,0.5,1,1,0,1
299,0.0,0.0,0,1,1,1
300,0.0,1.0,1,1,1,0
301,0.0,0.25,0,1,0,0
302,0.0,0.0,0,1,0,1
303,0.0,0.0,1,1,0,1
304,0.5,1.0,1,1,1,0
305,1.0,0.25,0,0,1,0
306,0.5,0.5,1,1,0,1
307,0.5,0.0,1,1,0,1
308,0.5,0.5,0,1,0,1
309,0.5,0.75,0,1,0,0
310,0.5,0.5,1,0,1,1
311,1.0,0.5,0,0,1,0
312,0.0,0.0,0,0,1,1
313,1.0,1.0,1,1,0,1
314,0.0,1.0,1,0,1,0
315,0.0,0.5,0,1,0,0
316,0.0,0.5,1,1,0,0
317,0.0,0.5,0,1,0,0
318,0.5,0.5,1,0,0,1
319,1.0,0.0,0,0,1,0
320,1.0,0.75,0,0,1,0
321,0.5,0.25,1,1,0,1
322,0.5,0.5,0,0,0,1
323,0.0,0.75,0,1,1,0
324,0.5,0.0,0,1,1,0
325,0.5,0.5,0,1,0,1
326,1.0,0.5,1,0,1,1
327,0.0,0.75,1,1,0,0
328,1.0,0.75,1,1,0,1
329,0.5,0.25,0,0,0,0
330,0.0,0.0,0,0,0,1
331,0.0,0.25,0,1,1,0
332,0.5,1.0,1,0,0,0
333,0.5,0.75,1,0,0,0
334,1.0,0.5,1,0,1,1
335,1.0,0.5,0,1,0,0
336,0.5,0.25,1,0,0,1
337,1.0,1.0,1,1,0,1
338,1.0,0.75,1,1,1,1
339,1.0,0.0,1,1,0,1
340,1.0,1.0,1,0,0,1
341,0.5,0.75,1,0,0,0
342,1.0,0.0,0,1,1,0
343,1.0,0.25,1,1,1,1
344,0.5,1.0,1,1,1,0
345,0.5,0.75,0,1,0,0
346,0.0,0.5,0,0,0,0
347,0.5,1.0,1,0,0,0
348,0.0,0.0,1,1,0,1
349,0.5,1.0,0,0,1,0
350,0.0,1.0,0,1,1,0
351,0.0,0.5,0,1,0,0
352,0.0,0.75,1,0,0,0
353,1.0,0.75,0,1,0,0
354,1.0,0.75,1,0,1,1
355,0.5,0.0,1,1,0,1
356,1.0,1.0,0,1,0,1
357,0.5,0.5,1,1,1,1
358,1.0,0.5,1,1,0,1
359,0.5,1.0,0,1,0,0
360,0.0,0.5,0,1,0,0
361,1.0,0.0,0,1,1,0
362,0.0,1.0,1,1,0,0
363,1.0,0.0,1,0,1,1
364,0.0,0.25,0,1,0,0
365,0.0,0.5,1,0,0,0
366,0.0,0.75,1,0,0,0
367,1.0,1.0,1,0,0,1
368,1.0,0.25,0,0,1,0
369,0.5,0.0,0,1,1,0
370,0.5,0.75,0,1,0,0
371,0.0,0.25,0,0,1,0
372,0.5,1.0,0,0,0,0
373,1.0,0.75,0,1,1,0
374,0.0,0.75,1,0,1,0
375,0.5,0.25,1,1,1,1
376,0.0,0.0,1,1,0,1
377,1.0,0.25,1,0,1,1
378,0.5,1.0,0,0,1,0
379,1.0,0.0,0,0,0,0
380,0.5,0.25,1,0,1,1
381,0.5,0.75,0,0,0,0
382,0.5,0.0,0,0,1,0
383,0.5,0.5,0,1,0,1
384,0.0,1.0,1,0,1,0
385,0.0,0.25,0,1,0,0
386,0.0,0.25,1,1,1,0
387,0.0,0.0,0,1,0,1
388,0.0,1.0,0,1,0,0
389,1.0,0.25,0,0,1,0
390,1.0,0.5,0,0,0,0
391,0.5,0.0,0,0,1,0
392,1.0,0.0,0,1,1,0
393,1.0,0.0,1,1,1,1
394,0.0,0.5,0,1,1,0
395,1.0,0.0,0,1,0,0
396,0.5,0.75,0,1,0,0
397,0.5,0.0,0,1,1,0
398,0.0,0.5,0,1,1,0
399,1.0,0.25,1,1,0,1
400,0.5,1.0,0,0,1,0
401,0.5,0.0,1,0,1,1
402,1.0,0.5,1,0,0,1
403,0.0,0.25,1,0,1,0
404,0.0,0.75,1,0,0,0
405,0.5,1.0,1,1,0,0
406,0.5,0.0,0,1,1,0
407,0.5,1.0,0,0,1,0
408,0.0,1.0,0,0,0,0
409,0.5,0.0,1,1,1,1
410,0.0,0.25,1,1,0,0
411,1.0,0.0,0,0,0,0
412,0.5,0.25,1,0,0,1
413,1.0,0.0,0,1,0,0
414,0.0,0.75,1,0,0,0
415,1.0,0.0,1,1,0,1
416,0.0,0.25,1,1,1,0
417,1.0,0.0,1,1,1,1
418,0.0,0.75,0,1,1,0
419,0.0,0.25,1,0,1,0
420,1.0,0.0,1,1,1,1
421,0.0,0.5,1,1,0,0
422,0.5,0.5,1,0,0,1
423,1.0,0.25,0,0,0,0
424,0.5,0.25,0,1,0,0
425,1.0,0.25,0,0,0,0
426,0.5,0.5,0,0,1,1
427,0.0,0.5,0,0,1,0
428,0.5,0.5,0,0,1,1
429,1.0,0.0,1,1,0,1
430,0.0,0.25,1,1,1,0
431,0.5,0.25,1,1,1,1
432,0.0,0.25,0,0,0,0
433,1.0,0.75,0,1,1,0
434,0.5,0.0,0,0,1,0
435,0.5,0.25,1,0,0,1
436,0.5,1.0,0,0,0,0
437,1.0,0.25,0,1,0,0
438,1.0,1.0,0,1,0,1
439,0.5,0.0,0,0,1,0
440,0.5,0.5,0,0,1,1
441,0.5,0.25,0,1,1,0
442,1.0,0.5,0,0,0,0
443,1.0,0.0,1,0,0,1
444,0.5,0.25,0,0,0,0
445,0.0,0.0,1,1,0,1
446,0.5,0.25,1,0,1,1
447,0.0,0.5,1,0,1,0
448,1.0,0.25,1,0,0,1
449,1.0,1.0,0,0,1,1
450,1.0,1.0,1,1,0,1
451,0.5,0.0,1,1,1,1
452,0.5,1.0,1,0,0,0
453,1.0,1.0,1,1,1,1
454,1.0,1.0,1,0,1,1
455,1.0,0.75,1,1,1,1
456,0.5,1.0,0,0,0,0
457,1.0,1.0,1,0,0,1
458,0.0,0.75,0,1,1,0
459,1.0,0.0,0,1,0,0
460,1.0,0.0,0,0,1,0
461,0.5,0.25,0,0,0,0
462,0.0,0.5,0,0,0,0
463,0.5,1.0,1,1,0,0
464,0.0,1.0,1,1,0,0
465,0.5,0.0,0,1,1,0
466,1.0,0.0,1,0,1,1
467,1.0,0.0,1,1,1,1
468,0.0,0.25,0,0,0,0
469,0.5,0.75,1,0,0,0
470,0.0,0.25,0,1,0,0
471,1.0,1.0,1,1,1,1
472,1.0,0.0,1,0,0,1
473,0.0,0.5,1,1,1,0
474,0.5,0.0,1,0,1,1
475,0.5,0.0,0,1,1,0
476,0.0,0.0,1,1,0,1
477,1.0,0.25,1,1,1,1
478,1.0,0.25,1,1,0,1
479,0.0,0.0,0,1,0,1
480,0.5,0.75,0,1,1,0
481,0.0,0.0,1,1,0,1
482,0.0,1.0,1,1,0,0
483,0.0,1.0,0,0,0,0
484,1.0,0.25,1,1,1,1
485,1.0,1.0,1,0,1,1
486,0.5,1.0,1,0,1,0
487,0.0,0.5,0,1,1,0
488,1.0,0.25,0,1,0,0
489,1.0,0.75,1,0,1,1
490,0.0,0.0,0,1,1,1
491,0.5,0.5,1,1,1,1
492,0.5,0.25,0,1,0,0
493,0.0,1.0,1,1,0,0
494,0.5,1.0,0,1,1,0
495,0.5,0.5,0,0,1,1
496,0.5,0.75,0,1,0,0
497,0.0,1.0,1,1,1,0
498,0.5,0.75,0,1,1,0
499,0.5,1.0,0,1,1,0
500,1.0,0.25,1,0,1,1
501,1.0,1.0,1,1,1,1
502,0.5,0.0,1,1,1,1
503,0.5,0.25,0,1,0,0
504,0.5,0.25,0,0,1,0
505,0.0,0.75,0,1,0,0
506,1.0,0.0,1,0,1,1
507,0.0,0.25,0,0,0,0
508,0.5,0.0,0,0,1,0
509,0.0,0.75,0,1,0,0
510,0.5,1.0,0,1,1,0
511,0.0,0.5,0,0,1,0
512,1.0,0.0,0,0,0,0
513,0.5,0.75,0,1,0,0
514,0.5,0.0,0,1,1,0
515,0.5,0.0,1,1,0,1
516,1.0,0.75,0,1,1,0
517,0.0,1.0,0,1,1,0
518,0.0,0.5,0,0,1,0
519,1.0,0.0,0,1,0,0
520,0.5,0.75,0,1,1,0
521,0.0,0.75,1,1,0,0
522,1.0,0.5,1,1,1,1
523,0.5,0.75,1,1,0,0
524,1.0,1.0,0,1,0,1
525,0.0,0.0,1,0,0,1
526,1.0,0.5,1,1,1,1
527,1.0,0.25,1,1,1,1
528,0.5,0.25,1,1,0,1
529,0.0,0.25,0,0,0,0
530,0.5,0.25,1,0,0,1
531,0.0,0.75,0,0,0,0
532,1.0,1.0,0,1,1,1
533,0.5,0.75,1,0,1,0
534,0.5,0.0,1,0,0,1
535,0.5,1.0,0,0,1,0
536,0.5,0.75,0,0,1,0
537,0.0,0.5,0,1,1,0
538,0.5,0.0,0,0,0,0
539,0.0,1.0,1,1,0,0
540,0.0,0.75,0,1,1,0
541,0.5,0.75,0,0,0,0
542,0.5,1.0,1,0,0,0
543,0.0,0.75,0,1,1,0
544,1.0,0.5,1,1,1,1
545,0.5,0.25,0,0,1,0
546,0.5,0.0,0,1,0,0
547,1.0,0.25,1,1,1,1
548,0.5,0.0,0,0,1,0
549,0.5,0.0,1,1,1,1
550,0.5,1.0,1,0,0,0
551,1.0,0.75,1,0,0,1
552,0.0,0.0,0,0,0,1
553,1.0,1.0,1,0,0,1
554,1.0,0.25,1,1,1,1
555,0.5,0.25,1,1,1,1
556,1.0,0.25,0,1,1,0
557,0.0,0.75,0,0,1,0
558,0.5,0.25,0,1,1,0
559,1.0,0.75,1,1,0,1
560,1.0,0.0,1,0,1,1
561,1.0,0.75,1,1,0,1
562,0.0,0.0,0,0,0,1
563,0.0,0.75,1,0,1,0
564,1.0,1.0,0,0,0,1
565,1.0,0.0,1,0,0,1
566,1.0,0.0,0,0,1,0
567,1.0,0.0,1,0,1,1
568,1.0,1.0,1,0,0,1
569,0.0,0.75,1,1,1,0
570,0.0,0.0,0,1,1,1
571,1.0,0.75,0,0,1,0
572,0.5,0.25,0,1,1,0
573,0.5,0.75,1,1,1,0
574,1.0,1.0,1,0,0,1
575,0.0,0.25,1,1,1,0
576,0.5,0.75,1,0,1,0
577,0.0,0.75,0,0,1,0
578,0.5,0.5,0,0,1,1
579,0.0,0.75,1,1,1,0
580,0.0,0.5,0,0,1,0
581,1.0,1.0,1,1,0,1
582,0.5,0.25,1,1,0,1
583,0.5,0.5,0,0,0,1
584,1.0,0.0,0,1,1,0
585,1.0,0.25,1,0,1,1
586,0.0,1.0,0,1,0,0
587,0.5,1.0,0,0,0,0
588,1.0,0.5,0,0,0,0
589,0.5,0.25,1,0,1,1
590,0.0,0.5,0,1,1,0
591,0.5,0.75,1,1,1,0
592,0.0,1.0,0,0,1,0
593,0.0,0.25,1,0,1,0
594,1.0,1.0,0,0,1,1
595,0.5,0.5,0,0,0,1
596,0.0,0.25,1,1,0,0
597,0.5,1.0,0,1,0,0
598,1.0,0.5,0,0,1,0
599,1.0,0.5,0,1,1,0
600,1.0,0.25,0,0,1,0
601,0.5,0.25,0,1,1,0
602,0.0,0.25,1,1,1,0
603,0.0,0.75,1,0,1,0
604,0.5,0.0,1,0,1,1
605,1.0,0.25,0,1,0,0
606,0.0,0.0,0,0,1,1
607,0.5,0.0,0,1,0,0
608,0.5,0.25,1,0,1,1
609,1.0,0.75,1,0,1,1
610,0.5,0.0,0,1,1,0
611,1.0,0.0,0,0,1,0
612,0.0,1.0,0,0,0,0
613,1.0,0.25,1,1,1,1
614,0.0,0.0,0,1,1,1
615,0.5,0.0,1,1,1,1
616,0.5,0.75,1,0,1,0
617,0.5,0.0,0,1,1,0
618,1.0,1.0,0,1,1,1
619,0.5,1.0,1,0,1,0
620,1.0,0.5,1,1,1,1
621,0.5,0.75,1,1,1,0
622,1.0,1.0,0,1,0,1
623,0.0,1.0,0,0,1,0
624,0.5,0.0,0,1,1,0
625,0.0,0.5,0,1,1,0
626,0.5,0.0,1,1,1,1
627,1.0,0.0,1,0,1,1
628,0.0,0.0,0,0,0,1
629,0.0,0.75,0,1,0,0
630,0.5,0.75,1,1,1,0
631,1.0,0.5,1,1,1,1
632,0.5,0.25,1,1,0,1
633,1.0,0.0,1,1,1,1
634,1.0,0.75,1,0,1,1
635,0.5,0.0,0,1,1,0
636,1.0,1.0,0,0,0,1
637,0.0,0.5,1,0,1,0
638,0.5,1.0,0,0,1,0
639,0.5,0.0,0,0,1,0
640,0.0,0.25,1,1,0,0
641,0.0,0.5,0,1,0,0
642,1.0,0.25,1,1,0,1
643,0.5,1.0,1,1,0,0
644,0.5,1.0,1,0,1,0
645,0.0,0.5,1,1,0,0
646,1.0,1.0,0,0,0,1
647,0.5,0.25,0,0,0,0
648,0.5,0.0,1,1,0,1
649,0.0,0.0,1,0,0,1
650,0.5,0.0,0,0,1,0
651,0.0,0.0,1,1,0,1
652,0.5,1.0,1,1,0,0
653,0.5,0.5,1,0,1,1
654,0.0,0.25,1,1,1,0
655,0.5,0.5,0,1,1,1
656,0.5,0.0,1,1,0,1
657,1.0,0.75,1,1,1,1
658,0.0,0.5,1,1,0,0
659,0.5,0.75,0,0,0,0
660,0.5,0.0,0,0,1,0
661,0.5,0.75,1,0,1,0
662,0.5,0.5,0,0,1,1
663,0.5,0.0,0,1,0,0
664,0.5,0.75,0,1,1,0
665,1.0,1.0,1,1,1,1
666,1.0,0.25,0,1,0,0
667,0.5,0.0,0,0,1,0
668,0.5,0.75,0,1,0,0
669,1.0,1.0,0,0,0,1
670,1.0,0.0,1,0,0,1
671,0.5,0.75,1,0,1,0
672,1.0,0.0,0,1,1,0
673,1.0,1.0,0,1,1,1
674,0.0,0.75,1,1,0,0
675,0.0,0.25,0,1,0,0
676,0.5,0.5,0,1,1,1
677,0.5,0.5,1,1,1,1
678,0.0,0.75,0,1,1,0
679,0.5,1.0,1,0,1,0
680,1.0,0.5,1,0,0,1
681,1.0,0.5,0,0,0,0
682,1.0,0.5,0,0,1,0
683,1.0,0.5,1,0,0,1
684,0.0,0.75,0,0,0,0
685,1.0,0.5,1,0,1,1
686,0.5,1.0,0,0,1,0
687,0.0,0.0,1,0,1,1
688,0.5,0.75,0,1,1,0
689,0.0,0.75,0,1,1,0
690,0.5,0.75,0,1,1,0
691,0.0,0.5,1,0,1,0
692,0.0,0.75,1,1,1,0
693,0.0,0.0,1,1,1,1
694,1.0,0.5,1,0,1,1
695,0.0,0.0,0,1,0,1
696,0.5,0.75,0,0,0,0
697,0.0,0.0,0,1,1,1
698,0.5,0.25,1,0,1,1
699,0.5,0.75,0,1,0,0
700,0.5,0.0,1,0,1,1
701,1.0,0.0,0,1,0,0
702,0.0,0.5,0,1,1,0
703,0.5,0.25,1,1,0,1
704,1.0,0.5,0,1,0,0
705,0.0,0.25,0,0,0,0
706,0.5,0.25,1,0,1,1
707,0.0,0.0,1,1,0,1
708,0.5,0.75,1,0,0,0
709,0.5,1.0,0,1,0,0
710,0.5,0.75,1,1,1,0
711,0.5,0.5,0,0,0,1
712,0.5,0.25,0,1,0,0
713,0.5,0.0,0,0,0,0
714,0.0,0.0,1,0,0,1
715,1.0,0.0,0,1,1,0
716,1.0,0.0,1,1,1,1
717,0.0,0.25,1,1,0,0
718,0.5,0.25,0,1,0,0
719,1.0,0.75,0,0,0,0
720,1.0,0.75,0,1,0,0
721,1.0,0.75,1,1,1,1
722,1.0,0.25,0,1,1,0
723,0.5,0.75,0,0,1,0
724,0.0,0.5,1,1,1,0
725,0.0,0.75,0,0,0,0
726,0.0,0.5,1,0,0,0
727,0.0,1.0,0,1,0,0
728,0.5,0.5,0,1,1,1
729,0.5,0.75,1,0,0,0
730,0.5,0.5,1,1,0,1
731,0.0,0.75,1,1,1,0
732,0.0,0.25,1,0,1,0
733,0.0,0.0,1,0,0,1
734,1.0,0.25,1,0,0,1
735,0.5,0.5,0,1,0,1
736,0.5,0.75,0,1,0,0
737,0.0,0.25,1,0,0,0
738,0.5,0.5,0,1,0,1
739,0.0,1.0,0,0,1,0
740,0.5,0.5,0,0,1,1
741,0.0,0.5,1,0,1,0
742,1.0,0.25,0,1,1,0
743,1.0,0.0,0,1,0,0
744,0.5,1.0,1,1,1,0
745,1.0,0.0,1,0,0,1
746,0.0,0.75,1,1,1,0
747,0.5,0.5,0,0,1,1
748,0.0,0.0,0,0,1,1
749,0.5,0.75,1,1,1,0
750,1.0,0.75,1,1,1,1
751,0.0,0.75,1,1,1,0
752,0.5,0.25,1,0,1,1
753,0.5,0.75,1,1,0,0
754,1.0,1.0,0,0,0,1
755,0.5,0.5,0,1,0,1
756,1.0,0.25,0,1,1,0
757,1.0,1.0,1,1,0,1
758,0.5,0.25,0,1,0,0
759,1.0,1.0,0,0,1,1
760,0.0,1.0,1,1,0,0
761,0.5,0.75,1,1,0,0
762,0.0,0.0,1,1,1,1
763,0.0,0.0,0,0,1,1
764,1.0,0.0,1,1,0,1
765,1.0,0.5,0,1,1,0
766,1.0,0.5,1,0,1,1
767,0.0,1.0,1,0,0,0
768,1.0,0.75,0,1,0,0
769,1.0,0.25,1,1,0,1
770,0.0,1.0,1,1,1,0
771,1.0,0.75,0,1,1,0
772,1.0,0.25,1,1,1,1
773,0.0,0.5,0,0,1,0
774,0.5,0.25,0,0,1,0
